url,slokenumber,text
https://www.valmikiramayan.net/utf8/kish/sarga38/kishkindhasans38.htm,['4-38-1'],"On receiving all those gifts brought in by the Vanara-s from Himalayas, Sugreeva dispersed them all with approbation.  [4-38-1]"
https://www.valmikiramayan.net/utf8/kish/sarga38/kishkindhasans38.htm,['4-38-2'],"On dispersing thousands of monkeys who have effectuated their errand of summoning all monkeys on the earth, Sugreeva  deemed that his own aspirations and as well as those of that great-mighty Rama are achieved. [4-38-2]"
https://www.valmikiramayan.net/utf8/kish/sarga38/kishkindhasans38.htm,"['4-38-3', ' 4a']","Gladdening Sugreeva who is indomitably mighty and the indomitable one among all vanara-s, Lakshmana spoke these  courteous words to him, ""oh, gentle one, if it please you, make an exit from Kishkindha."" [4-38-3, 4a]"
https://www.valmikiramayan.net/utf8/kish/sarga38/kishkindhasans38.htm,"['4-38-4b', ' 5']","On hearing the courteous words of Lakshmana Sugreeva is extremely pleased and he indeed spoke this sentence to  him, ""So be it. Let us go. I remain biddable in your command."" [4-38-4b, 5]"
https://www.valmikiramayan.net/utf8/kish/sarga38/kishkindhasans38.htm,['4-38-6'],"Sugreeva speaking thus to Lakshmana, whose person itself is auspicious, then bade adieu to Lady Tara and the other  female vanara-s. [4-38-6]"
https://www.valmikiramayan.net/utf8/kish/sarga38/kishkindhasans38.htm,['4-38-7'],"Sugreeva shouted sharply saying, ""come here,"" at the best monkey-adjutants and on hearing his call all of those  monkeys that are spared to see the ladies of palace chambers have come there swiftly with their palms adjoined  in supplication. [4-38-7]"
https://www.valmikiramayan.net/utf8/kish/sarga38/kishkindhasans38.htm,"['4-38-8b', ' 9a']","Then the king Sugreeva whose refulgence is kindred to that of sun has said to those vanara-s that have arrived  there, ""oh, vanara-s, immediately position my palanquin before me."" [4-38-8b, 9a]"
https://www.valmikiramayan.net/utf8/kish/sarga38/kishkindhasans38.htm,"['4-38-9b', ' 10a']","On hearing his words those monkeys who are the adept ones in their agility right away brought an exquisite palanquin  and readily started to position it at his nearby. [4-38-9b, 10a]"
https://www.valmikiramayan.net/utf8/kish/sarga38/kishkindhasans38.htm,"['4-38-10b', ' 11a']","And on seeing palanquin positioned at his nearby the king of monkeys Sugreeva said to Saumitri, ""you mount it,  Lakshmana, be quick."" [4-38-10b, 11a]"
https://www.valmikiramayan.net/utf8/kish/sarga38/kishkindhasans38.htm,"['4-38-11b', ' 12a']","Saying so Sugreeva got into that golden carriage which in shine is like the sun and which has many monkey-carriers  along with Lakshmana. [4-38-11b, 12a]"
https://www.valmikiramayan.net/utf8/kish/sarga38/kishkindhasans38.htm,"['4-38-12b', ' 13', ' 14a']","Sugreeva who achieved the kingdom of unexcelled magnificence has started out that magnificently to the high extolment  of panegyrists, while a white royal-parasol spread overhead the palanquin, white fur-fans fanning him from all  over, and while conch-shells are blowing loud and drums are drumming high. [4-38-12b, 13, 14a]"
