url,slokenumber,text
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"That Hanuma interested in sight of Seetha, in the middle of that building, went towards houses  made of plant creepers, art houses, and nocturnal houses but did not see Her with a beautiful appearance."
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"That great Hanuma then later not seeing that Seetha dear to Rama thought thus: ""to me searching  Seetha in whatever way appearance not being obtained, from that Seetha definitely has died."""
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"""That Seetha standing in the best traditional path being chaste interested, in preserving her character  must have been killed by the king of these Rakshasas who performed evil deeds - this is certain."""
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"""That daughter of King Janaka died of fear seeing the wives of Ravana with crooked appearances  - horrible ones without radiance with great faces with long and crooked eyes."""
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"""Without seeing Seetha, not obtaining destiny and wandering for a long time together with Vanaras,  to me there is not a path to go near Sugreeva. Sugreeva has a sharp punishment and also is strong."""
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"""All inner city has been seen. Women of Ravana have been seen. The chaste Seetha has not been seen.  My effort became wastefull."""
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"""To me who has gone back all Vanaras after meeting what they would say? O strong one! Going there,  what has been done by you? Tell that to us."""
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"""Without seeing that Seetha what can I say? Due to passing of time, definitely they will obtain  fire."""
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"""To me who had gone for the other shore of the ocean what will the old Jambavan say? What would  that Angada and vanaras who meet say?"""
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"""Non-depression is root of development. Absence of despondency is the greatest comfort. Self reliance  always is indeed the promoter in all matters."""
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"""Whatever action a human does that action of man is made to be successful by non-depression. For  that reason I will perform a best effort together with non-depression. I will search all those regions ruled by  Ravana not yet seen."""
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"""Bars have been searched; in the same way flower houses, art houses have been searched; again pleasure  houses, pathways in the middle of gardens, buildings in all directions have been searched."""
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"Thus thinking Hanuma began to search again undergrounds, houses at the beginning of street intersections  and also small houses faraway from the main houses."
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"The great Hanuma flying again and again and jumping down, standing up, walking, opening doors,  pushing doors and entering inside, coming out, climbing down, climbing up wandered all opportunity."
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],That Hanuma in that city of Ravana - whatever region he did not go that region was not there even  for four angulas.
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"Streets between fort walls, platforms together with the intersection of four streets, wells, lakes  all these had been seen by him."
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"Rakshasa women of various forms, with crooked forms and horrific forms had been seen there by Hanuma  but not that Seetha."
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"The best Vidhyadhara women incomparable by beauty in the world had been seen there by Hanuma, but  not Seetha."
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"Naaga women with beautiful buttocks, with faces equaling full moon had been seen by Hanuma there,  but not Seetha with a beautiful waist."
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"Naaga women who had been stolen forcefully, being defeated by Ravana had been seen there by Hanuma,  not that Seetha"
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"That Hanuma with great arms, the wise one, the son of Vayu not seeing that Seetha and seeing other  women became depressed again and again."
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"Seeing the effort of the best Vanaras and the crossing of ocean as being wasted, Hanuma got depression  again."
https://www.valmikiramayan.net/utf8/sundara/sarga12/sundarasans12.htm,[],"Thereafter the son of Vayu Hanuma got down from Pushpaka, obtained thought with a mind overcome  with grief."
