url,slokenumber,text
https://www.valmikiramayan.net/utf8/aranya/sarga4/aranyasans4.htm,['3-4-1'],"On seeing those two very dexterous scions of Kakutstha, and the best ones from Raghu dynasty, namely Rama and Lakshmana,  grabbed and being carried off, Seetha screamed in a high-pitched voice.[3-4-1]"
https://www.valmikiramayan.net/utf8/aranya/sarga4/aranyasans4.htm,['3-4-2'],"""He that truth-abiding, virtuous, and the flawless Rama of Dasharatha is carried off along with Lakshmana by the demon with  a ferocious look... [3-4-2]"
https://www.valmikiramayan.net/utf8/aranya/sarga4/aranyasans4.htm,['Said Seetha.'],"""Wild bears, tigers and panthers aspire to eat me away... oh, best demon, thieve me instead and release Kakutstha-s... Hail  to thee..."" [Said Seetha.] [3-4-3]"
https://www.valmikiramayan.net/utf8/aranya/sarga4/aranyasans4.htm,['3-4-4'],On hearing Vaidehi's that utterance those valorous ones Rama and Lakshmana speedily busied themselves in eliminating that  evil-minded demon Viradha. [3-4-4]
https://www.valmikiramayan.net/utf8/aranya/sarga4/aranyasans4.htm,['3-4-5'],"Soumitri indeed severed the left arm of that ferocious one, while Rama rent the right arm of that demon with his might. [3-4-5]"
https://www.valmikiramayan.net/utf8/aranya/sarga4/aranyasans4.htm,['3-4-6'],"When his arms are mutilated that demon similar to a dark-cloud is frustrated, fainted, and fell onto ground, like the mountain  demolished by the Thunderbolt of Indra. [3-4-6]"
https://www.valmikiramayan.net/utf8/aranya/sarga4/aranyasans4.htm,['3-4-7'],"They battered that demon with their fists, hands and feet, and even by heaving and hurling him again and again they entirely  pounded on him on the ground. [3-4-7]"
https://www.valmikiramayan.net/utf8/aranya/sarga4/aranyasans4.htm,['3-4-8'],"Though that demon is battered with many arrows, even sheared off with two swords, and even though he is entirely pounded  on the ground he is not killed. [3-4-8]"
https://www.valmikiramayan.net/utf8/aranya/sarga4/aranyasans4.htm,['3-4-9'],"On observing that the mountain-similar demon is ineradicable that easily, then Rama, the sublime one, and the bestower of  shelter in fear, spoke this sentence to Lakshmana. [3-4-9]"
https://www.valmikiramayan.net/utf8/aranya/sarga4/aranyasans4.htm,['3-4-10'],"""Oh! Manly-tiger Lakshmana, it is impossible to overpower this demon with weapons in a confrontation, hence, let's bury  this demon... [3-4-10]"
https://www.valmikiramayan.net/utf8/aranya/sarga4/aranyasans4.htm,['3-4-11'],"""Lakshmana, a very deep pit be dug for this furious and ferocious reprobate in this forest, as though for an elephant...  [3-4-11]"
https://www.valmikiramayan.net/utf8/aranya/sarga4/aranyasans4.htm,['3-4-12'],"On saying to Lakshmana that a trench shall be dug...' then Rama repressively placed his foot on the throat of Viradha, and  stood by. [3-4-12]"
https://www.valmikiramayan.net/utf8/aranya/sarga4/aranyasans4.htm,['3-4-13'],"On hearing that said by Raghava, demon Viradha sincerely spoke these humble words to Rama, the finest one from Kakutstha  dynasty. [3-4-13]"
https://www.valmikiramayan.net/utf8/aranya/sarga4/aranyasans4.htm,['3-4-14'],"""Dead I am, oh! Manly-tiger and a coequal of Indra in your strength... I have fallaciously not identified you earlier...  oh, best one among men... [3-4-14]"
