url,slokenumber,text
https://www.valmikiramayan.net/utf8/aranya/sarga15/aranyasans15.htm,['3-15-1'],"Then on going to Panchavati which is full with many serpents and predators, Rama said to splendidly  brilliant Lakshmana. [3-15-1]"
https://www.valmikiramayan.net/utf8/aranya/sarga15/aranyasans15.htm,['3-15-2'],"""We arrived at the place as indicated by the sage, oh, gentle Lakshmana, this region with its flowered  forests is Panchavati."" [3-15-2]"
https://www.valmikiramayan.net/utf8/aranya/sarga15/aranyasans15.htm,['3-15-3'],"""In which place we have to situate our hermitage for our liking, for that cast your sight all over the  forest, and indeed you are an expert in such matters. [3-15-3]"
https://www.valmikiramayan.net/utf8/aranya/sarga15/aranyasans15.htm,"['3-15-4', ' 5']","""In which place Vaidehi, likewise you and me too can take delight, where the woodland is scenic and  the water is pleasurable, and where a water lake, ritual-firewood, flowers, and the sacred grass are  available in proximity, oh, Lakshmana, such a place may be searched out. [3-15-4, 5]"
https://www.valmikiramayan.net/utf8/aranya/sarga15/aranyasans15.htm,['3-15-6'],"When thus said by Rama, Lakshmana adjoined his palms and said this sentence to Rama in the presence  of Seetha. [3-15-6]"
https://www.valmikiramayan.net/utf8/aranya/sarga15/aranyasans15.htm,['3-15-7'],"""I am but a dependent, as long as you are there, may it be for innumerable years, I am your adherent,  Rama, therefore you yourself tell me to build hermitage in such and such delightful place. [3-15-7]"
https://www.valmikiramayan.net/utf8/aranya/sarga15/aranyasans15.htm,['3-15-8'],"Rama is gladdened by those words of that great resplendent Lakshmana, and he selected a place that comprised  of all the attributes. [3-15-8]"
https://www.valmikiramayan.net/utf8/aranya/sarga15/aranyasans15.htm,['3-15-9'],On taking Lakshmana's hand by his hand Rama paced that beautiful place intended for the construction  of hermitage up and down and spoke to Soumitri this way. [3-15-9]
https://www.valmikiramayan.net/utf8/aranya/sarga15/aranyasans15.htm,['3-15-10'],"""This is an evenly and propitious place surrounded with flowered trees and it is apt of you to erect  hermitage here, traditionally. [3-15-10]"
https://www.valmikiramayan.net/utf8/aranya/sarga15/aranyasans15.htm,['3-5-11'],"""This pleasing lake is seen here adjacently, beaming forth with its lotuses that are similar to sun  in resplendence, and that are scented fragrantly. [3-5-11]"
https://www.valmikiramayan.net/utf8/aranya/sarga15/aranyasans15.htm,['3-15-12'],"""This River Godavari is also seen from here, surrounded by blooming trees, spread over with swans, and  beautified with kaarandava, and chakravaaka birds, as that contemplated soul sage Agastya had said.  [3-15-12]"
https://www.valmikiramayan.net/utf8/aranya/sarga15/aranyasans15.htm,"['3-15-13', ' 14']","""Those soaring mountains are appearing beautiful with many caves, surrounded by flowered trees, flurried  by animal herds, sounded by peacocks, and they are neither far-off nor very nearby. [3-15-13, 14]"
https://www.valmikiramayan.net/utf8/aranya/sarga15/aranyasans15.htm,['3-15-15'],"""Here and there are the golden, silvery and coppery ores on the mountains, and they are shining forth  like cow-eye ventilators on walls and also like the superb paintings on elephants. [3-15-15]"
https://www.valmikiramayan.net/utf8/aranya/sarga15/aranyasans15.htm,"['3-15-16', ' 17', ' 18']","""These mountains are brightening with trees of Saala, Palmyra, Tamaala, Date Palms, Jackfruit and also  thus with Punnaagaa. With Chuuta - Sweet Mango; Ashoka, Tialaka, even with Ketaka, Champaka trees, And  even with Syandana, Sandalwood, Niipa, Paarnasa, Lakuch, dhava, Ashwakarna, Khadira, Shamii, Kimshuka,  Paatala trees, and entwined are those and those trees with flowered shrubs, and along with climbers,  and thus they brighten the mountains. [3-15-16, 17, 18]"
https://www.valmikiramayan.net/utf8/aranya/sarga15/aranyasans15.htm,['3-15-19'],"""This place is holy, this is delightful and this is with many animals and birds, hence Soumitri, let  us reside here along with this bird Jatayu."" Thus said Rama to Lakshmana. [3-15-19]"
https://www.valmikiramayan.net/utf8/aranya/sarga15/aranyasans15.htm,['3-15-20'],"Thus said by Rama to that remover of foe's valour and one with very great might, namely Lakshmana, he  briskly erected a hermitage for his brother. [3-15-20]"
