url,slokenumber,text
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-1'],"""Thus I was somehow released by him in a confrontation then in his teens. Now you may also listen to what has happened later in his adulthood."" Thus Maareecha continued his advise to Ravana. [4-39-1]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-2'],"""Though Rama hit me previously in such a way, I unabashedly entered Dandaka forest together with two more demons who were in the guise of animals. [4-39-2]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-3'],"""On becoming a gigantic carnivorous animal with a torching tongue, incisive teeth and excruciating horns, and with an extraordinary energy, I was on the rove in Dandaka forest while getting at Rama. [4-39-3]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-4'],"""I moved about Dandaka forest, oh, Ravana, in an extremely horrible aspect of animal, utterly brutalising the sages at ritual-altars, holy bathing places and under the trees of religious sanctuaries while reaching Rama. [4-39-4]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-5'],"""I have proceeded to Rama killing saints in Dandaka forest who are the treaders in saintliness, and drinking off their blood and feasting on their flesh. [4-39-5]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-6'],"""On becoming such a brutal animal I have been eating the flesh of sages, frightening the forest dwellers, and in that way I rambled in Dandaka forest besotted with blood-drinking while reaching Rama. [4-39-6]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,"['4-39-7', ' 8a']","""While I was wandering in Dandaka forest as an abuser of virtue, then I reached Rama who by then has assumed the rectitude befitting to a saint, and I even reached the great-fortunate Vaidehi and top-speeded-chariot-rider Lakshmana. [4-39-7, 8a]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,"['4-39-8b', ' 9', ' 10']","""I was in the shape of an animal with incisive horns. Such as I was I recollected my earlier grudge against that great mighty Rama who takes delight in the welfare of all being, who by then was santlike on a regulated diet and abiding in the forest, whereby I presumed him to be mere hermit. In that way, I was very extremely infuriated to recollect his earlier assault on me, and I indiscriminately dashed towards him, only to kill him, completely disregarding his other faculties. [4-39-8b, 9, 10]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-11'],"""Stringing out his highly magnificent bow Rama then released three excruciating and enemy eliminating arrows which in their egress match the Air-god and the Divine-Eagle Garuda. [4-39-11]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-12'],"""All those three thunderbolt like arrows that have only blood for their board, acutely bent at barbs, and that are highly horrendous have come at us in a coordinated manner. [4-39-12]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-13'],"""As I have earlier seen the fear caused by his arrow I am in the know of Rama's valour, hence I retreated from there trickily and gingerly, but the other two demons were killed. [4-39-13]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-14'],"""When I was somehow exempted by the arrow of Rama I regained lifespan, and when that arrow made me to renounce everything like a monk and fled me to this place, the other side of ocean to where you came by your aircraft, here I am living here in a yogic way, self-collectedly like an ascetic. [4-39-14]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-15'],"""From then on wards, I am indeed descrying Rama at this tree and at that tree, dressed in jute-cloths and black deerskin, and handling his bow like the Terminator handling a tether. [4-39-15]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-16'],"""Given to fright I even visualise thousands Rama-s, and whole this forest is reflecting to me as one entity of Rama. [4-39-16]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-17'],"""Even at a place void of people I am envisaging Rama alone, and oh, king of demons, even if he enters my dream, in fact, I am jolting up and swooning. [4-39-17]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-18'],"""Oh, Ravana, appalled of Rama the names starting with the syllable '<em>ra</em>' like <em>ratna</em>-s, <em>ratha</em>-s, viz., gemstones, chariots are appalling to me, including your name, that starts with a '<em>ra</em>....' [4-39-18]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-19'],"""I am well-acquainted with his efficacy, and a war with him will be an unfair thing for you, for that Raghu's descendant can in fact kill either Emperor Bali or Namuchi, the demon. [4-39-19]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-20'],"""You may either wage a war with Rama if you wish to avenge the killings of Khara and others, or forgive and forget that Rama agreeing to my suggestions, but do not broach the topic of Rama with me if you wish to see me alive. [4-39-20]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-21'],"""In the world many of the sagacious and reasonable people that are the practisers of righteousness are utterly ruined along with their kith and kin, just by the misdeeds of others. [4-39-21]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-22'],"""Such a saintly one as I am, I am bound to ruin by other's misdeeds, hence you do whatever that is fair to you, but I am not the one to simply take after you. [4-39-22]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-23'],"""Definitely Rama is the one with exceptional resplendence, exemplary courage and extraordinary power, and for sure, he becomes an eradicator of the world of demons. [4-39-23]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-24'],"""If Khara positioned in Janasthaana has firstly overstepped his bounds and attacked Rama, that too owing to Shuurpanakha, and if Rama of uncomplicated actions has eliminated Khara in self-defence, what really is the transgression of Rama in that matter, you tell of that in the final analysis. [4-39-24]"
https://www.valmikiramayan.net/utf8/aranya/sarga39/aranyasans39.htm,['4-39-25'],"""I am saying this word of advise as I am ambitious of the wellbeing of my kinsmen through you, and if this is disagreeable to you, you will have to deliver up your life in a confrontation with Rama along with the lives of your kinsmen, perishing at the linearly accelerating arrows of Rama. [4-39-25]"
