url,slokenumber,text
https://www.valmikiramayan.net/utf8/aranya/sarga71/aranyasans71.htm,"['3-71-1', ' 2a']","""Oh, great dextrous Rama with great daring and dashing, as to how the physique of sun, moon, and even  that of Indra is there now, my physique was also like that earlier, an unbelievable mien and renowned  in all the three worlds... [3-71-1, 2a]"
https://www.valmikiramayan.net/utf8/aranya/sarga71/aranyasans71.htm,['3-71-2'],"""Such as I was with an admirable body, disguising myself in this kind of horrendous form which is utterly  dreadful to the world, I was scaring the forest living sages, there and there... [3-71-2]"
https://www.valmikiramayan.net/utf8/aranya/sarga71/aranyasans71.htm,"['3-71-3b', ' 4a']","""On one day, when a great sage named Sthuulashira was collecting divers forest produce for his Vedic-ritual,  I scared him with this ugly form and I even exasperated him... [3-71-3b, 4a]"
https://www.valmikiramayan.net/utf8/aranya/sarga71/aranyasans71.htm,"['3-71-4b', ' 5a']","""On seeing me that sage who is an enforcer of deadly curse cursed me in this way, 'that which is presently  diabolic and despicable form of yours, hereinafter you will abide in this form alone...' [3-71-4b, 5a]"
https://www.valmikiramayan.net/utf8/aranya/sarga71/aranyasans71.htm,"['3-71-5b', ' 6a']","""When I begged that enraged sage as, 'even if I have committed this blasphemy owing to my blasphemous  fate, will there be an end to this blasphemed form of mine, or not...' and then he spoke this word to  me... [3-71-5b, 6a]"
https://www.valmikiramayan.net/utf8/aranya/sarga71/aranyasans71.htm,"['3-71-6b', ' 7a']",""" 'When Rama incinerates you in an uninhibited forest on chopping off your shoulders, then you will  regain your own grand and auspicious form...' So said the sage to me... [3-71-6b, 7a]"
https://www.valmikiramayan.net/utf8/aranya/sarga71/aranyasans71.htm,"['3-71-7b', ' 8a']","""Oh, Lakshmana, you may know as the most handsome son of Danu, and this misshapen form has chanced on  me owing the ire of Indra in battlefield... [3-71-7b, 8a]"
https://www.valmikiramayan.net/utf8/aranya/sarga71/aranyasans71.htm,"['3-71-8b', ' 9a']","""I have gladdened Grandparent Braham with severe ascesis and He granted longevity to me, and then a  kind of recalcitrance touched off in my mind... [3-71-8b, 9a]"
https://www.valmikiramayan.net/utf8/aranya/sarga71/aranyasans71.htm,"['3-71-9b', ' 10a']",""" 'When longevity is acquired by me what Indra can do to me...' thus relying upon that kind of certitude,  I jousted with Indra in a bout... [3-71-9b, 10a]"
https://www.valmikiramayan.net/utf8/aranya/sarga71/aranyasans71.htm,"['3-71-10b', ' 11a']","""But the Thunderbolt that has a hundred cutting edges and that which is launched from Indra's hand has  rammed by head and thighs into my body... [3-71-10b, 11a]"
https://www.valmikiramayan.net/utf8/aranya/sarga71/aranyasans71.htm,"['3-71-11b', ' 12a']","""When I begged of him saying, 'lead me to the hell of Yama, rather than making me to live this hell  of a body...' Then Indra said this to me, 'Let the Grandparent Brahma's word about your longevity come  true...' Thus Indra spared me to me... [3-71-11b, 12a]"
https://www.valmikiramayan.net/utf8/aranya/sarga71/aranyasans71.htm,"['3-71-12b', ' 13a']",""" 'By the impaction of Thunderbolt disarranged are my thighs and head, thereby my mouth went into my  stomach... and without thighs how can I prowl, without arms how can I scrabble, and without a mouth  how can I guzzle... and how am I capable to live on, and even that living too, is destined for too long  a time...' [3-71-12b, 13a]"
https://www.valmikiramayan.net/utf8/aranya/sarga71/aranyasans71.htm,"['3-71-13b', ' 14a']","""When I said to Indra this way, Indra devised for me yojana long arms, also that way a rapier-fanged  mouth in my paunch... [3-71-13b, 14a]"
https://www.valmikiramayan.net/utf8/aranya/sarga71/aranyasans71.htm,"['3-71-14b', ' 15a']","""Such as I am, I have been eating the lions, elephants, animals, and tigers that are on the move in  this forest, hauling them in with both of my overlong arms... [3-71-14b, 15a]"
