url,slokenumber,text
https://www.valmikiramayan.net/utf8/aranya/sarga64/aranyasans64.htm,"['3-64-1', ' 2a']","A pitiable one, such as he is, he spoke to Lakshmana in a pitiable voice, ""Lakshmana, go quickly to River Godavari and find out whether Seetha has gone to Godavari to fetch lotuses..."" [3-64-1, 2a]"
https://www.valmikiramayan.net/utf8/aranya/sarga64/aranyasans64.htm,"['3-64-2b', ' 3a']","When Rama said thus to him Lakshmana again went to the charming River Godavari quickening his pace. [3-64-2b, 3a]"
https://www.valmikiramayan.net/utf8/aranya/sarga64/aranyasans64.htm,"['3-64-3b', ' 4a']","Searching at many declivities which River Godavari has on its banks Lakshmana said to Rama, ""I do not espy her at ghats, declivities of riverbanks, and she is not replying though I shouted for her. [3-64-3b, 4a]"
https://www.valmikiramayan.net/utf8/aranya/sarga64/aranyasans64.htm,"['3-64-4b', ' 5a']","""In fact, oh, Rama, to which place she that neutraliser of nervousness, namely Vaidehi, has got round to, or where that frailty is, that place is really incomprehensible to me... [3-64-4b, 5a]"
https://www.valmikiramayan.net/utf8/aranya/sarga64/aranyasans64.htm,"['3-64-5b', ' 6']","Rama who is already stupefied by anguish is now despaired on listening Lakshmana's words and he personally went straight to River Godavari, and staying nearby that river Rama shouted in this way, ""Seetha... where are you?"" [3-64-5b, 6]"
https://www.valmikiramayan.net/utf8/aranya/sarga64/aranyasans64.htm,['3-64-7'],"The forest creatures which were asked earlier have not said to Rama that a deservedly destructible demagogue of demons has divested him of Seetha, likewise now River Godavari which is now being asked has not informed Rama about Seetha. [3-64-7]"
https://www.valmikiramayan.net/utf8/aranya/sarga64/aranyasans64.htm,['3-64-8'],"Though the woeful Rama has asked her, and even though all the georgic beings impelled her to inform Rama the fact about his ladylove, River Godavari then remained mouthless about Seetha. [3-64-8]"
https://www.valmikiramayan.net/utf8/aranya/sarga64/aranyasans64.htm,['3-64-9'],"She that River Godavari has not informed Rama about Vaidehi just out of fear on recalling the mien and manoeuvres of malefic-minded Ravana, lest Ravana may drain her away. [3-64-9]"
https://www.valmikiramayan.net/utf8/aranya/sarga64/aranyasans64.htm,['3-64-10'],"Rama who is already in a rundown condition owing to the non-appearance of Seetha, is further rendered as a hopeless being by River Godavari in the matter of his catching a glimpse of Seetha, and such a Rama spoke to Saumitri. [3-64-10]"
https://www.valmikiramayan.net/utf8/aranya/sarga64/aranyasans64.htm,"['3-64-11', ' 12a']","""Oh, kind Lakshmana, this Godavari is talking to me anything but a reply. In the absence of Vaidehi, oh Lakshmana, really what is that unpleasant word I have to say to Vaidehi's father king Janaka, also thus to Vaidehi's mother-in-law and my mother Kausalya, when I meet them! [3-64-11, 12a]"
https://www.valmikiramayan.net/utf8/aranya/sarga64/aranyasans64.htm,"['3-64-12b', ' 13a']","""Which Vaidehi is the remover of all my sadness who am a destitute of kingdom and surviving in forests on forest produce, such as she is, where has she gone, really! [3-64-12b, 13a]"
https://www.valmikiramayan.net/utf8/aranya/sarga64/aranyasans64.htm,"['3-64-13b', ' 14a']","""Though I am distanced from my relatives I deemed that princess Seetha alone would be an evermore relative of mine. But now when that princess alone is unseen I deem that my sleepless nights would be lengthy. [3-64-13b, 14a]"
https://www.valmikiramayan.net/utf8/aranya/sarga64/aranyasans64.htm,"['3-64-14b', ' 15a']","""I will search all these places of Godavari, Janasthaana and this mountain with many rapids, perhaps Seetha may be available somewhere. [3-64-14b, 15a]"
https://www.valmikiramayan.net/utf8/aranya/sarga64/aranyasans64.htm,"['3-64-15b', ' 16a']","""Now all these burly animals are repeatedly looking at me as though to speak to me, oh, brave Lakshmana, this I reckon with their body language as it were. [3-64-15b, 16a]"
https://www.valmikiramayan.net/utf8/aranya/sarga64/aranyasans64.htm,"['3-64-16b', ' 17a']","But on seeing them pryingly that tigerly-man Raghava has indeed asked them at once with a voice stifled with tears, ""where is Seetha?"" [3-64-16b, 17a]"
https://www.valmikiramayan.net/utf8/aranya/sarga64/aranyasans64.htm,"['3-64-17b', ' 18', ' 19a']","When that best king has asked, those animals rose to their feet in a trice and facing themselves southward showed skyward with their snouts. And while running in the direction in which Maithili is taken away they are stopping to look back at that lord of people, Rama. Thus they are repeatedly running, stopping and staring at Rama. [3-64-17b, 18, 19a]"
https://www.valmikiramayan.net/utf8/aranya/sarga64/aranyasans64.htm,"['3-64-19b', ' 20a']","By which reason those animals are going in a southerly course on a southerly terrain, and stopping to peer at Rama, and again clamorously adopting the very same southerly course, Lakshmana ascertained that reason. [3-64-19b, 20a]"
