url,slokenumber,text
https://www.valmikiramayan.net/utf8/aranya/sarga26/aranyasans26.htm,['3-26-1'],"On seeing the shattering of his own forces, Duushana bid five thousand mighty-armed nightwalkers of  monstrous impetus, and who knew no retreat in war, to attack Rama. [3-26-1]"
https://www.valmikiramayan.net/utf8/aranya/sarga26/aranyasans26.htm,"['3-26-2b', ' 3a']","And they with spears, scimitars, swords, and with the rains of boulders, trees and arrows rained incessantly  and inordinately upon Rama from all over. [3-26-2b, 3a]"
https://www.valmikiramayan.net/utf8/aranya/sarga26/aranyasans26.htm,"['3-26-3b', ' 4a']","Raghava, the virtue-souled, in his turn has neutralised that ghastly and life-taking storm of boulders  and trees with his fierce arrows. [3-26-3b, 4a]"
https://www.valmikiramayan.net/utf8/aranya/sarga26/aranyasans26.htm,"['3-26-4b', ' 5a']","Like a bull receiving rain with closed eyes Rama assimilated that storming and then evoked an inordinate  infuriation for eliminating all of the demons. [3-26-4b, 5a]"
https://www.valmikiramayan.net/utf8/aranya/sarga26/aranyasans26.htm,"['3-26-5b', ' 6a']","Exasperation prevailing on him who appeared to be highly blazing with the blaze of his own virtue, he  then diffused Duushana and his army with arrows from all over. [3-26-5b, 6a]"
https://www.valmikiramayan.net/utf8/aranya/sarga26/aranyasans26.htm,"['3-26-6b', ' 7a']","And on becoming enraged Duushana, the railer of his rivals and the commander of that army, then virtually  forestalled Raghava's onslaught with his arrows that are simulative of thunderbolts. [3-26-6b, 7a]"
https://www.valmikiramayan.net/utf8/aranya/sarga26/aranyasans26.htm,"['3-26-7b', ' 8a']","That valiant one in warring Rama is then infuriated and with his crescent-barbed arrow shivered the  sturdy bow of Duushana, shredding four of his horses with four more arrows. [3-26-7b, 8a]"
https://www.valmikiramayan.net/utf8/aranya/sarga26/aranyasans26.htm,"['3-26-8b', '  9a']","On destructing the horses with excruciating arrows, he even fragmented the head of the charioteer with  a crescent-barbed arrow, and even impaled the chest of demon Duushana with some more arrows. [3-26-8b,  9a]"
https://www.valmikiramayan.net/utf8/aranya/sarga26/aranyasans26.htm,"['3-26-9b', ' 10', ' 11']","With his bow fractured and chariot shredded, and with horses and charioteer killed, he that Duushana  grabbed a mace which outranks a peak of mountain and a hair-thriller at its sight, and which girt with  golden girths once gritted the armies of gods, the head of which is studded with incisive iron spikes  and saturated with the fat of foes, a coequal of a diamond and a thunderbolt in its hardiness and flashiness,  and a ransacker of the archways of fortresses of his adversaries. [3-26-9b, 10, 11]"
https://www.valmikiramayan.net/utf8/aranya/sarga26/aranyasans26.htm,['3-26-12'],"On firmly gripping that mace which in war is akin to an infernal serpent, and the touch of which tantamount  to snakebite, rushed that nightwalker Duushana with infernal exerts rushed towards Rama. [3-26-12]"
https://www.valmikiramayan.net/utf8/aranya/sarga26/aranyasans26.htm,['3-26-13'],"While Duushana came falling on, he that Raghava sheared off his shoulders that have wrist-ornaments  on his arms with two arrows. [3-26-13]"
