url,slokenumber,text
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,['4-10-1'],"On hearing all of the words said by Vaidehi, in adoration of her husband, he who abides by virtue alone  that Rama replied Janaki. [4-10-1]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,['4-10-2'],"""You have said beneficial, friendlily words that are seemlier to your disposition, oh, lady, which  are apt to speak of your familial brought up, for you are the daughter of virtue-knowing Janaka. [4-10-2]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,['4-10-3'],"""What more shall I say, oh, lady, since it is said that 'a warrior handles a bow so that misery's tears  cease to flow...' and this saying is iterated even by you... [4-10-3]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,['4-10-4'],"""Oh! Seetha, those shleterable sages of Dandaka forest have approached me sombrely on their own, and  thus they came into my refuge... [4-10-4]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,['4-10-5'],"""Subsisting on fruits and tubers, living at all the time in forests those sages are not getting quietude,  as they are scared by the demons with invidious deeds... [4-10-5]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,"['4-10-6', '7a']","""The sages dwelling in Dandaka forest are being eaten away by fiendish demons that subsist on human  flesh, and while being eaten away like that those eminent Brahmans have said to me, ""please come to  our rescue..."" [4-10-6,7a]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,"['4-10-7b', '  8', ' 9a']","""This way when I have heard the words voiced by them, I comforted them verbally and avouched this way,  ""Be gracious to me... you all... by which reason I am being addressed this way by this kind of eminent  Brahmans, whom I should have actually addressed my self, this indeed is a dishonour for me... [4-10-7b,  8, 9a]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,"['4-10-9b', ' 10a']","""Then I said before the Brahmans, ""what shall I do?"" All of them thus thronged and spoke this word.  [4-10-9b, 10a]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,"['4-10-10b', ' 11a']","""Many of the guise changing demons are outrightly torturing us in Dandaka forest, hence in that context  you shall protect us... [4-10-10b, 11a]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,"['4-10-11b', ' 12a']","""Those resistless carnivorous demons, oh, merited Rama, will descend exactly at the time of fire oblations,  or on propitious times like full or new moons to persecute us... [4-10-11b, 12a]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,"['4-10-12b', ' 13a']","""We the ascetics being assaulted thus are aggrieved, and when we searched for a recourse you chanced  as our ultimate course... [4-10-12b, 13a]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,"['4-10-13b', ' 14a']","""We by the efficacy of our ascesis are surely capable to eradicate those demons, but we do not wish  to shorten the effect of our long earned merit of ascesis... [4-10-13b, 14a]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,"['4-10-14b', ' 15a']","""Many hurdles are always there in our practice of ascesis, and even the ascesis have become impracticable,  oh, Raghava, thus though being eaten away by the demons we are not issuing any curse... [4-10-14b, 15a]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,"['4-10-15b', '  16a']","""Thereby, you along with your brother protect us that are being persecuted by the demons dwelling in  Dandaka forest as you alone are the protector of ours in these forests...'so said sages to me... [4-10-15b,  16a]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,"['4-10-16b', ' 17a']","""On hearing all those words, oh, Seetha, I promised complete protection to the sages of Dandaka forests...  [4-10-16b, 17a]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,"['4-10-17b', ' 18a']","""Having promised to the sages it is incapable of me to implement it otherwise while I am alive... truth  is dearer to me, isn't it... [4-10-17b, 18a]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,"['4-10-18b', ' 19a']","""I may forfeit my life, forgo Lakshmana, or even forsake you but not a promise, that too especially  made to Brahmans, and having promised I can never go back... [4-10-18b, 19a]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,"['4-10-19b', ' 20a']","""By that reason, oh, Seetha, even if I am unasked, safeguarding sages is definitely to be done by me,  how then it is undone when given a promise... [4-10-19b, 20a]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,"['4-10-20b', ' 21a']","""With your friendship and good-heartedness you say these words, oh, Seetha, I am contended... uninterested  ones do not forewarn, indeed... [4-10-20b, 21a]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,"['4-10-21b', ' c']","""Appropriate and seemly is your word of caution to your bloodline, oh, graceful Seetha, you are the  co-pursuer in dharma with me, hence you are loftier to me than my own lives..."" So said Rama to Seetha.  [4-10-21b, c]"
https://www.valmikiramayan.net/utf8/aranya/sarga10/aranyasans10.htm,['4-10-22'],"That exalted soul Rama on saying those words to Seetha, his dear wife and the daughter of Janaka, wielding  his bow proceeded further with Lakshmana to the picturesque woodlands of hermits. [4-10-22]"
