url,slokenumber,text
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"Bharata, born in Raghu race, having passed the night in that place on the banks of Ganga, rising at dawn, said to shatrughna as follows:"
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"""O, Shatrughna! wake up! Why sleep longer/ Bring guha the king of Nishadhas quickly and be happy. Let him convey the army across the river."""
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"Thus urged by Bhrata, his brother Shatrughna said, ""I am not sleeping. Thinking of that Rama alone, I have been wakeful."""
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"While those two lions among men were talking themselves with each other thus, Guha came in time and with joined palms, addressed Bharata saying:"
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"""O, Bhrata! Did you pass the night happily on the banks of the river? I hope all is well with your army."""
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"Hearing those words of Guha spoken with affection, Bharata also in his devotion to Rama, replied as follows:"
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"""O, king! The night passed leasantly fo r us. We were treated hospitably by you. Let your fisher-men ferry us across Ganga River on your courtless boats."""
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"Hearing Bharata's command, Guha returned to the city in all haste and spoke to those multitude of his people (as follows):"
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"""Rise, awake and may prosperity ever attend you! Duly haul the boats to the bank. Let us carry the army across the river."""
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"Rising immediately on hearing the command of their king, they quickly brought together five hundred boats from every quarter."
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"Some excellent boats, possessing large bells were marked with Sawstika, well-kept together with appropriate sails and adorned with flags."
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"Then, Guha brought there one boat also adorned with Swastika, was covered with white canvas, re-echoing with acclamations and which was beautiful."
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"Vasishta, the royal priest and whatever elderly Brahmanas were present there ascended the boats, even before Bharata, Shatrughna, Kausalya, Sumitra. Whatever royal women were present also took theri seats. Thereafter followed the king's wives a well as bullock- carts and provisions."
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"The sound of men setting fire to the huts, of those who were descending the steps leading to the boat and those who were transporting their effects touched the sky."
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"Thos boats, adorned with flags, steered by fisher-men themselves ran speedily, duly carrying those passengers."
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],Some were filled with women. Some were loaded with horses and some of them ferried animals of draught of great value.
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"Having reached the opposite shore, thsoe boats cleared those people and on the return journey, the kinsfolk of guha plied them as easily as toy- boats made of bamboo."
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"Goaded on by their mahouts, elephants adorned with their flags, swimming across the river, looked life winged mountains."
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],Some ascended boats. Some others crossed the river by rafts in the same manner. Some others swam across with the help of big and small earthen vessels. The rest swam with arms.
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"Having made to cross River Ganga by the fisher-men themselves, that holy army reached the magnificient woods of Prayaga at the hour of Maitra."
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"The high-souled Bharata made the army to rest, by encamping it according to its inclination and set out along with the priests and king's counsellors to meet Bharadwaja, the foremost of sages."
https://www.valmikiramayan.net/utf8/ayodhya/sarga89/ayodhyasans89.htm,[],"Approaching the hermitage of that high-souled Brahmana and the family priest of gods, Bharata saw an extensive and enchanting grove with its leafy huts and tress the chief of ascatics."
