url,slokenumber,text
https://www.valmikiramayan.net/utf8/yuddha/sarga3/yuddhasans3.htm,[],"Hearing the well-founded and highly reasonable words of Sugreeva, Rama concurred with him and spoke then to Hanuma as follows:"
https://www.valmikiramayan.net/utf8/yuddha/sarga3/yuddhasans3.htm,[],"""I am competent of crossing this ocean by all means, either by way of austerity or by forming a bridge or by drying up the ocean."""
https://www.valmikiramayan.net/utf8/yuddha/sarga3/yuddhasans3.htm,[],"""Tell me how many citadels in Lanka are difficult of access, Oh, Hanuma! I desire to know all that, as though viewed with an eye."""
https://www.valmikiramayan.net/utf8/yuddha/sarga3/yuddhasans3.htm,[],"""You had the opportunity to catch a glimpse of the size of the army, the fortification-details of the gates and citadels, the way in which Lanka was guarded and the various mansions of ogres. Describe everything in accordance with facts, for you are skilled in all ways."""
https://www.valmikiramayan.net/utf8/yuddha/sarga3/yuddhasans3.htm,[],"Hearing the words of Rama, Hanuma the son of wind-god, who was excellent in the art of expression, forthwith spoke once more to Rama as follows:"
https://www.valmikiramayan.net/utf8/yuddha/sarga3/yuddhasans3.htm,[],"""Listen to me! I shall tell you everything-how the city of Lanka has been defended by the various methods of fortification and how it has been guarded by the troops."""
https://www.valmikiramayan.net/utf8/yuddha/sarga3/yuddhasans3.htm,[],"""I shall tell you the details of how the ogres are attached to their king, the excellent prosperity of Lanka generated by the glory of Ravana, the awfulness of the ocean, the division of the body of his forces and of animals like horses and elephants carrying his forces other than the infantry."" Saying so, Hanuma the foremost among monkeys, who knew the truth narrated as follows."
https://www.valmikiramayan.net/utf8/yuddha/sarga3/yuddhasans3.htm,[],"""The great Lanka was rejoiced and gayful, full of elephants in rut, abounding in chariots and inhabited by gangs of ogres."""
https://www.valmikiramayan.net/utf8/yuddha/sarga3/yuddhasans3.htm,[],"""Four fairly big and extensive gates are fitted with strong doors along with huge beams for locking those gates."""
https://www.valmikiramayan.net/utf8/yuddha/sarga3/yuddhasans3.htm,[],"""Strong and mighty ballista capable of hurling darts and stones have been attached to them. The enemy troops which arrive there are warded off by those catapults at the very gates."""
https://www.valmikiramayan.net/utf8/yuddha/sarga3/yuddhasans3.htm,[],"""Dangerous and sharp edged Sataghnis made of iron, forged by hordes of ogres, have been kept in readiness in hundreds at the gates."
https://www.valmikiramayan.net/utf8/yuddha/sarga3/yuddhasans3.htm,[],"""A great rampart made of gold, which is difficult to assail with violence and is inlaid at intervals with gems, corals, cat's eyes and pearls, encircle that Lanka."""
https://www.valmikiramayan.net/utf8/yuddha/sarga3/yuddhasans3.htm,[],"""Most awe-inspiring and fathomless moats (deep trenches) of great splendor, filled with cold water, infested with alligators and inhabited by fishes are there all round the city."""
https://www.valmikiramayan.net/utf8/yuddha/sarga3/yuddhasans3.htm,[],"""Anterior to the gateways, there are four very extensive draw-bridges, equipped with numerous engines and furnished with many rows of buildings (built on the rampart and meant for those entrusted with the duty of guarding the entrances)."""
https://www.valmikiramayan.net/utf8/yuddha/sarga3/yuddhasans3.htm,[],"""Against the approach of the enemy forces there, the draw-bridges are protected by the aforesaid engines and the enemy-battalions are flung into the moats on every side."""
https://www.valmikiramayan.net/utf8/yuddha/sarga3/yuddhasans3.htm,[],"""The most important draw-bridge which is unshakable, firmly fastened very well and strong, is dazzling with numerous gold pillars and pedestals."""
