url,slokenumber,text
https://www.valmikiramayan.net/utf8/yuddha/sarga90/yuddhasans90.htm,[],"Indrajit, the demon, who was endowed with extraordinary energy, standing on the ground his horses having been killed; was very much enraged and blazed with spirit."
https://www.valmikiramayan.net/utf8/yuddha/sarga90/yuddhasans90.htm,[],"Those two warriors, holding their bows, having an extreme intent to kill each other with their arrows, were like two excellent elephants going out in the forest for the purpose of conquering one over the other."
https://www.valmikiramayan.net/utf8/yuddha/sarga90/yuddhasans90.htm,[],"Those demons and monkeys, rushing from all sides, destroying each other, did not desert their masters in battle."
https://www.valmikiramayan.net/utf8/yuddha/sarga90/yuddhasans90.htm,[],"Applauding and causing rejoice to all the demons and even feeling delighted himself, Indrajit then spoke the following words:"
https://www.valmikiramayan.net/utf8/yuddha/sarga90/yuddhasans90.htm,[],"""These quarters are wrapped on all sides with abundant darkness. O foremost of demons! It can not be identified at this time whether one belongs to one's own army or an enemy."
https://www.valmikiramayan.net/utf8/yuddha/sarga90/yuddhasans90.htm,[],"""You courageously fight, so as to stupefy the monkeys. I, on my part, will return to the battle-field, ascending another chariot."""
https://www.valmikiramayan.net/utf8/yuddha/sarga90/yuddhasans90.htm,[],"""You act in such a way so that these evil-minded monkeys do not carry on their fight (with me) while enter the city."""
https://www.valmikiramayan.net/utf8/yuddha/sarga90/yuddhasans90.htm,[],"Thus speaking, Indrajit the annihilator of enemies, having deceived the monkeys, entered the City of Lanka for the sake of getting anther chariot."
https://www.valmikiramayan.net/utf8/yuddha/sarga90/yuddhasans90.htm,[],"Arranging for embellishment of a chariot, which was beautiful, decked with gold, furnished with darts, swords and arrows, yoked with excellent horses, directed by a charioteer who could understand those horses properly and could give credible instructions to them, that Indrajit, a conqueror in battle, who was endowed with extraordinary energy, then ascended it."
https://www.valmikiramayan.net/utf8/yuddha/sarga90/yuddhasans90.htm,[],"That valiant Indrajit, surrounded by troops of principal demons and incited by the force of destiny, sallied forth from the city."
https://www.valmikiramayan.net/utf8/yuddha/sarga90/yuddhasans90.htm,[],"Moving out form the City with his swift horses, that indrajit, the destroyer of valiant enemies, attacked Lakshmana and Vibhishana."
https://www.valmikiramayan.net/utf8/yuddha/sarga90/yuddhasans90.htm,[],"Seeing Idnrajit seated in the chariot, Lakshmana, the mighty monkeys and Vibhishana the demon then were very much surprised on recalling the alacrity of the intelligent Indrajit."
