url,slokenumber,text
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,['1-22-1'],When Vashishta said that way king Dasharatha with an air of satisfaction personally     fetched Rama along with Lakshmana. [1-22-1]
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,"['1-22-2', ' 3']","Rama is blessed for a propitious travel firstly by his mother Kausalya and then     by his father king Dasharatha, thereupon the royal priest Vashishta rendered Vedic     hymns blessing the journey, then Dasharatha well pleased in his heart of hearts     kissed his son Rama on forehead and entrusted him to Vishvamitra. [1-22-2, 3]"
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,['1-22-4'],"Then on seeing the lotus-eyed Rama following Vishvamitra, dustless     and pleasant for touch breeze blew. [1-22-4]"
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,['1-22-5'],"When the great-souled Rama forged ahead there occurred an abounding downpour of     flowers with the booming of divine drums, together with the boom and blare of     drums and conch-shells of Ayodhya. [1-22-5]"
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,['1-22-6'],"Rama with jet-black hair-locks handling his bow followed Vishvamitra who walked     ahead, while Lakshmana handling his own bow followed Rama. [1-22-6]"
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,['1-22-7'],"Rama and Lakshmana, with two quivers each and two bows in their hands, and making     all the ten directions of compass lambent followed Vishvamitra, as if three headed     serpents followed Vishvamitra, and with their highly dynamic physiques and spiritedness     they look as if like the Ashwin twin gods of unequal charm following Brahma, the     Forefather. [1-22-7]"
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,"['1-22-8', ' 9', ' 10a']","Those two youngsters with charming and bejewelled physiques are handling bows     and swords and their fingers have leathern covers. Both the unreprovable brothers     Rama and Lakshmana are highly resplendent and effulgent by their worth. While     they are following Vishvamitra they looked like the sons of Fire-god, namely Skanda     and Vishakha, following the great god with inscrutable potential, namely Shiva,     and thus the brothers have made Vishvamitra to shine forth in even pose with god     Shiva. [1-22-8, 9, 10a]"
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,"['1-22-10b', ' 11a']","And on going one and half yojana distance Vishvamitra addressed Rama in a harmonious     voice calling, 'oh, Rama', on the southern riverbank of Sarayu. [1-22-10b, 11a]"
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,"['1-22-11b', ' 12a']",""" ""Take water, my boy, and like that you receive a group of hymns,    <font color=""#B3003A"">bala</font> and <font color=""#B3003A"">atibala</font> from     me, and let no time lapse. [1-22-11b, 12a]"
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,"['1-11-12b', ' 13a']","""On receiving these hymns neither tiredness nor fever, nor disfiguring of personality     can effect you, nor the demons can charge you either you are sleeping or unvigilant.     [1-11-12b, 13a]"
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,"['1-22-13b', ' 14a']","""As it is none whosoever on earth can equal you in dexterity, Rama, and by reciting     these hymns none can equal you in the three worlds. [1-22-13b, 14a]"
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,"['1-22-14b', ' 15']","""My dear Raghava, if bala atibala hymns are practised, oh, impeccable one, none     can equal you in the world by your handsomeness, calibre, erudition, by your discernment,     and even in replying or rebutting you. [1-22-14b, 15]"
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,['1-22-16'],"""On receiving these two teachings there will be none similar to you, for bala     and atibala are the mothers of all knowledge. [1-22-16]"
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,['1-22-17'],"""Oh, best one among men, Raghava, if you go on reciting bala and atiblala hymns,     my dear Rama, there will be no hunger or thirst to you. [1-22-17]"
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,"['1-22-18', ' 19a']","""And if these twin teachings are practised an inestimable renown will also accrue,     oh, Raghu's legatee, these two hymns that possess brilliance are the daughters     of Forefather Brahma, and oh, Rama of Kakutstha, I intend to impart these hymns     to you, oh virtuous one, as you are the most eligible one, hence take the teachings     that are kept safe from the world. [1-22-18, 19a]"
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,"['1-22-19b', ' 20a']","""Though all of these numerous qualities are undoubtedly available with you, that     too in abundance, yet these hymns if ascetically nurtured will yield various results.""     Thus spoke Sage Vishvamitra to Rama. [1-22-19b, 20a]"
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,"['1-22-20b', ' 21a']","Then Rama on touching water to purify himself received those teachings from the     contemplative soul Vishvamitra with gladness beaming on his face. [1-22-20b, 21a]"
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,"['1-22-21b', ' 22']","Rama, the one with marvellous valiance, on obtaining those teachings performed     all his duties of a student in respect of a teacher and then shone forth like     the thousand rayed sun on a cloudless sky of autumn. Then those three very happily     stayed on the riverbank of Sarayu for that night. [1-22-21b, 22]"
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,['1-22-24'],"Though both Rama and Lakshmana slept on an undeserving grass bed, nestled by the     comfortable words of Vishvamitra that night is as though pleasant to the noteworthy     children of Dasharatha. [1-22-24]"
https://www.valmikiramayan.net/utf8/baala/sarga22/balasans22.htm,[],"Sage Vishvamitra is the Seer for Gayatri hymn. He is the same Sage to impart <em>balaatibala</em>  hymns to Rama and Lakshmana. For those readers that are interested to know or to practice,  the Upanishad of <em>balaatibala</em> is included hereunder. This hymn is yet another  aspect of Gayatri, and there is no hymn superior than Gayatri, <em>na gaayatryaaH  paramam japam</em>"
