url,slokenumber,text
https://www.valmikiramayan.net/utf8/baala/sarga39/balasans39.htm,['1-39-1'],"On listening the narration of Vishvamitra, Rama, the delighter of Raghu's     dynasty is highly rejoiced, and at the end of the episode he spoke to     sage whose glow is fire like. [1-39-1]"
https://www.valmikiramayan.net/utf8/baala/sarga39/balasans39.htm,['1-39-2'],"I am interested to listen this episode exhaustively, oh, Brahman, let     good betide you, how my ancestor Sagara had completed the Vedic-ritual,     really. [1-39-2]"
https://www.valmikiramayan.net/utf8/baala/sarga39/balasans39.htm,"['1-39-3', ' 4a']","On listening the words of Rama that are inclusive of his inquisitiveness,     Sage Vishvamitra smilingly spoke to that descendent of Kakutstha, ""oh,     Rama, let the episode of the great-souled Sagara be listened vividly.""     Vishvamitra thus commenced to narrate that episode. [1-39-3, 4a]"
https://www.valmikiramayan.net/utf8/baala/sarga39/balasans39.htm,"['1-39-4b', ' 5a']","The father-in-law of god Shankara who is well-known by the name of     Himavan sets eyes on Mt. Vindhya, which stands as loftily as Himalayas,     and those two mountains peer at each other. [1-39-4b, 5a]"
https://www.valmikiramayan.net/utf8/baala/sarga39/balasans39.htm,"['1-39-5b', ' 6a']","Oh, best one among men, Rama, that Vedic-ritual of Sagara started     in between those two mountains, namely Himalayas and Vindhya ranges,     and oh, tigerly-man Rama, that area is renowned for Vedic-rituals, isn't     it! [1-39-5b, 6a]"
https://www.valmikiramayan.net/utf8/baala/sarga39/balasans39.htm,"['1-39-6b', ' 7a']","Oh, dear sire Rama, the grandson of Sagara and the son of exiled Asamanja     is Amshuman, oh, descendant of Kakutstha, which Anshuman's bow will     be unfaltering and who is a top-speeded chariot-rider, and he has escorted     ritual-horse released. [1-39-6b, 7a]"
https://www.valmikiramayan.net/utf8/baala/sarga39/balasans39.htm,"['1-39-7b', ' 8a']","And on the day of a sacred function called <font color=""#B3003A"">ukthyam</font>     , Indra assumed the form of a demon and stole the ritual horse of the     chief of the ritual, namely Sagara. [1-39-7b, 8a]"
https://www.valmikiramayan.net/utf8/baala/sarga39/balasans39.htm,"['1-39-8b', ' 9a']","While that ritual-horse of the great-souled Sagara is stolen, all the     congregations of the Ritviks, the religious-teachers, then spoke to     the chief propitiator, namely Sagara. [1-39-8b, 9a]"
https://www.valmikiramayan.net/utf8/baala/sarga39/balasans39.htm,"['1-39-9b', ' 10a']","'Oh, Sagara,the descendent of Kakutstha, at this auspicious time the     ritual horse is hastily diverted, you kill him who stole the horse,     and let that horse be fetched'. [1-39-9b, 10a]"
https://www.valmikiramayan.net/utf8/baala/sarga39/balasans39.htm,"['1-39-10b', ' 11a']","'This hindrance in Vedic-ritual will become inauspicious for all of     us, thereby, oh, king, action may be taken as to how there can be no     fault in proceedings of the ritual.' The religious-teachers of Sagara     have advised him in this way. [1-39-10b, 11a]"
